hip,proper,ra,dec,mag,ci,spect,con,bayer,flam
19849,Keid,4.254537,-7.652871,4.43,0.82,K1V,Eri,Omi-2,40
23040,,4.95478,53.752101,4.43,-0.017,A1V,Cam,,7
1170,,0.244005,-18.932866,4.44,1.64,M1III,Cet,,7
3786,,0.811373,7.585079,4.44,1.5,K5III,Psc,Del,63
71121,,14.543629,-50.457157,4.44,-0.177,B2III,Lup,Sig,
95771,Anser,19.478427,24.664905,4.44,1.502,M0 comp,Vul,Alp,6
19921,,4.274738,-59.302156,4.44,1.078,K2IV,Ret,Eps,
21770,,4.676039,-41.863752,4.44,0.342,F2V,Cae,Alp,
30060,,6.327052,59.010964,4.44,0.032,A2Vs,Lyn,,2
36795,,7.567551,-22.296067,4.44,0.521,F6V,Pup,,
40091,,8.189304,-39.618545,4.44,1.59,K4III,Pup,,
40706,,8.309258,-36.659288,4.44,0.222,A4m...,Pup,,
7884,,1.690526,5.487613,4.45,1.347,K3III,Psc,Nu,106
51849,,10.59314,-57.557636,4.45,1.604,K3/K4II,Car,,
52633,,10.763087,-80.540188,4.45,-0.188,B2.5IV,Cha,Del-2,
55084,,11.277695,-3.651601,4.45,0.21,A7IVn,Leo,Phi,74
80975,,16.535611,-21.46639,4.45,0.13,Ap,Oph,Ome,9
94648,,19.259229,73.355468,4.45,1.257,K3III,Dra,Tau,60
96229,,19.568153,7.378941,4.45,1.176,K3III,Aql,Mu,38
13147,,2.818169,-32.405898,4.45,0.981,G8III,For,Bet,
24244,,5.204973,-11.869219,4.45,-0.099,B8V,Lep,Iot,3
29426,,6.198999,14.208765,4.45,-0.18,B3IV,Ori,Xi,70
42402,Minchir,8.645955,3.341435,4.45,1.216,K2III,Hya,Sig,5
44191,,9.001505,-41.253605,4.45,0.646,Fp,Vel,,
54682,,11.194302,-22.825847,4.46,0.025,A1V,Crt,Bet,11
59173,,12.134788,-50.661278,4.46,-0.163,B2IIIne,Cen,,
80582,,16.453067,-47.554786,4.46,-0.07,B4V,Nor,Eps,
11569,,2.484437,67.402474,4.46,0.153,A5p Sr,Cas,Iot,
112948,,22.875427,-32.875504,4.46,-0.037,A0III,PsA,Gam,22
18255,,3.904862,-2.95473,4.46,0.672,G8III,Eri,,32
24331,,5.221523,2.861265,4.46,1.166,K3III...,Ori,Rho,17
44901,,9.147863,51.604648,4.46,0.288,Am,UMa,,15
57803,,11.852419,-45.17347,4.47,1.283,K4III,Cen,,
71284,,14.578,29.74513,4.47,0.364,F3Vwvar,Boo,Sig,28
73165,,14.953055,-4.346462,4.47,0.318,F0V,Lib,,16
12843,,2.751715,-18.572563,4.47,0.481,F5/F6V,Eri,Tau-1,1
104858,,21.241337,10.006981,4.47,0.529,F5V+...,Equ,Del,7
109111,,22.101914,-39.543353,4.47,1.349,M0III,Gru,Lam,
15549,,3.338989,29.048458,4.47,1.555,K2II-III,Ari,,
23123,,4.975806,1.714016,4.47,1.369,K2IIvar,Ori,Pi-6,10
30788,,6.469503,-32.58007,4.47,-0.169,B4V,CMa,Lam,
31216,,6.548396,7.332965,4.47,0.023,A0Ib,Mon,,13
38957,,7.970678,-49.244912,4.47,-0.18,B1Vp + B2,Pup,,
44599,,9.085785,-72.602705,4.47,0.607,F6II-III,Car,,
46146,,9.410906,26.182324,4.47,1.222,K2III,Leo,Kap,1
47006,,9.580405,52.051477,4.47,0.027,A2V,UMa,,26
3504,,0.74542,48.284364,4.48,-0.069,B5III,Cas,Omi,22
49641,,10.1323,-0.371637,4.48,-0.032,A0III,Sex,Alp,15
75323,,15.389625,-59.320787,4.48,0.169,B5III + F8,Cir,Gam,
80343,,16.401718,-20.037327,4.48,0.996,K0III,Oph,Psi,4
113889,Fumalsamakah,23.064615,3.820045,4.48,-0.115,B6Ve,Psc,Bet,4
114119,,23.111345,-23.743115,4.48,0.892,G8III,Aqr,,86
18744,,4.014946,-62.159284,4.48,1.5,M4III,Ret,Gam,
20713,,4.439094,15.618265,4.48,0.262,F0V...,Tau,,71
32578,,6.79768,2.412159,4.48,1.099,K0III,Mon,,18
49593,,10.123821,35.244693,4.49,0.19,A7V,LMi,,21
71762,,14.678768,16.418324,4.49,-0.002,B9p MnHg,Boo,Pi-1,29
96441,,19.607372,50.221103,4.49,0.395,F4V,Cyg,The,13
9480,,2.032644,70.90702,4.49,0.164,A3IV,Cas,,48
104234,,21.118797,-25.005853,4.49,1.604,K5/M0III,Cap,,24
107310,,21.73571,28.742632,4.49,0.512,F6V,Cyg,Mu-1,78
116928,,23.700779,1.780041,4.49,0.2,A7V,Psc,Lam,18
116971,,23.712039,-14.544905,4.49,-0.032,B9V,Aqr,Ome-2,105
118322,,23.998594,-65.577132,4.49,-0.075,B9IV,Tuc,Eps,
21248,,4.55849,-29.766492,4.49,0.972,K0III,Eri,Ups-1,50
32249,,6.733137,13.228017,4.49,1.167,K1III,Gem,,30
34834,,7.20935,-46.759305,4.49,0.324,F0IV,Pup,,
38455,,7.877402,-38.862812,4.49,-0.188,B2V,Pup,,
50676,,10.348557,-56.04322,4.5,-0.102,B3III,Vel,,
57565,,11.799762,20.218931,4.5,0.547,A comp SB,Leo,,93
67275,,13.78771,17.456906,4.5,0.508,F7V,Boo,Tau,4
99874,,20.262816,27.814242,4.5,1.258,K3III,Vul,,23
104459,,21.159902,-11.371693,4.5,0.926,G8III,Aqr,Nu,13
106039,,21.478721,-21.80718,4.5,0.889,K0III,Cap,,36
109285,,22.139722,-32.988468,4.5,0.054,A2V,PsA,Mu,14
109754,,22.231312,39.714927,4.5,1.385,K3III,Lac,,
111944,,22.675233,44.276305,4.5,1.318,K3III,Lac,,11
26594,,5.653096,4.121467,4.5,-0.098,B3IIIe,Ori,Ome,47
27530,,5.830451,-56.166663,4.5,1.075,K1III,Pic,Gam,
43105,,8.778487,-56.769776,4.5,-0.169,B3Vne,Car,,
1473,,0.305463,36.785224,4.51,0.054,A2V,And,Sig,25
5586,,1.194342,30.089638,4.51,1.092,K0III-IV...,Psc,Tau,83
76852,,15.692516,19.670401,4.51,0.062,A1V,Ser,Iot,21
98702,,20.04696,67.873565,4.51,1.313,K3III,Dra,Rho,67
102333,,20.733966,-51.920971,4.51,0.278,A6:var,Ind,Eta,
106723,,21.618008,-19.466011,4.51,-0.18,B3V:p,Cap,Eps,39
110838,,22.455531,-64.966354,4.51,-0.029,B8V,Tuc,Del,
117863,,23.906398,57.499382,4.51,1.19,F8Iavar,Cas,Rho,7
27483,,5.819567,39.181071,4.51,0.949,G8III,Aur,Tau,29
46515,,9.487423,-35.951335,4.51,1.408,K3III,Ant,Eps,
47391,,9.655839,-61.32806,4.51,-0.07,B9V,Car,,
65271,,13.377211,-60.988393,4.52,-0.141,B3V,Cen,,
65387,,13.400128,-64.535668,4.52,0.822,G5III-IV,Cen,,
69974,Khambalia,14.318498,-13.371095,4.52,0.128,A1V,Vir,Lam,100
73745,,15.074098,26.947649,4.52,1.24,K2III,Boo,Psi,43
89112,,18.187157,-45.954418,4.52,1.009,G5III,Tel,Eps,
95176,,19.362117,-15.955018,4.52,0.079,F2p,Sgr,Ups,46
13061,Lilii Borea,2.79848,29.247118,4.52,1.112,K1III,Ari,,39
102431,,20.755878,57.579725,4.52,0.535,F8IV-V,Cep,,
106140,,21.499137,23.638838,4.52,1.618,M1III,Peg,,2
111104,,22.508128,43.123376,4.52,-0.086,B2IV,Lac,,6
2487,,0.525946,-62.965561,4.53,0.147,A2V,Tuc,Bet-2,
3881,,0.830234,41.078911,4.53,-0.136,B5V SB,And,Nu,35
69483,,14.224718,51.789965,4.53,0.233,A8IV,Boo,Kap-2,17
85365,,17.443856,-5.086596,4.53,0.385,F3V,Oph,,
87072,,17.792674,-27.830788,4.53,0.6,F7II,Sgr,,3
102589,,20.790149,36.490717,4.53,-0.083,B6IV,Cyg,Lam,54
114570,,23.20916,49.406207,4.53,0.302,F0V,And,,7
28413,,6.00093,-3.074253,4.53,1.202,K2IIIvar,Ori,,
37096,,7.622809,-34.96853,4.53,-0.081,B8IV/V,Pup,,
72659,,14.856493,19.10046,4.54,0.72,G8V + K4V,Boo,Xi,37
74392,,15.203692,-19.79171,4.54,-0.071,Asp...,Lib,Iot-1,24
75304,,15.385931,-36.858489,4.54,-0.155,B4V,Lup,Phi-2,
98162,,19.94912,-27.169899,4.54,1.462,K3III,Sgr,,59
114144,,23.116739,9.409492,4.54,1.559,M2III,Peg,,55
115919,,23.485915,12.760554,4.54,0.939,G8III,Peg,,70
24727,,5.302935,33.371613,4.54,1.252,K3III...,Aur,,16
31416,,6.584274,-22.964793,4.54,-0.035,A0III,CMa,Xi-2,5
46776,,9.533036,-1.184664,4.54,0.109,A3V,Hya,Tau-2,32
46952,,9.570384,36.397558,4.54,0.914,G8III,LMi,,10
46977,,9.574703,69.830343,4.54,0.781,G4III-IV,UMa,,24
301,,0.06233,-17.335988,4.55,-0.047,B9IVn,Cet,,2
76371,,15.598126,-44.958389,4.55,-0.175,B3IVp,Lup,,
80079,,16.343939,-24.16932,4.55,0.758,A4II/III,Sco,Omi,19
88839,,18.134716,-28.457093,4.55,0.938,K0IIICNpvar,Sgr,,
107119,,21.698652,71.311417,4.55,1.108,K0III,Cep,,11
110351,,22.350428,46.536569,4.55,-0.1,B6V,Lac,,2
110609,,22.408609,49.476392,4.55,0.092,B9Iab,Lac,,4
16281,,3.49854,58.87875,4.55,0.489,A0Ia SB:,Cam,,
23595,,5.07344,-35.482978,4.55,1.177,K2III,Cae,Gam-1,
33694,,7.001081,76.977408,4.55,1.365,K4III,Cam,,
36425,,7.496606,12.006564,4.55,1.276,K2III,CMi,,6
48402,,9.868433,54.064332,4.55,0.038,A3IV,UMa,Phi,30
54951,,11.253397,23.095502,4.56,1.657,M3III,Leo,,72
70574,,14.435619,-45.221424,4.56,-0.147,B2IV,Lup,Tau-1,
86092,,17.594332,-46.505684,4.56,-0.02,A0V,Ara,Sig,1
13328,,2.858566,35.059741,4.56,1.554,K5III,Per,,17
103004,,20.868801,27.096979,4.56,0.835,G8III,Vul,,31
104194,,21.110026,47.648403,4.56,1.569,K4II,Cyg,,63
18597,,3.979095,-61.400185,4.56,1.59,M2III,Ret,Del,
27830,,5.88879,27.612262,4.56,-0.008,A0V,Tau,,136
44700,,9.108825,38.452215,4.56,1.037,G8Ib-II,Lyn,,
80463,Cujam,16.423598,14.03327,4.57,0.002,B9p Cr,Her,Ome,24
80473,,16.426422,-23.447178,4.57,0.227,B2V,Oph,Rho,5
86614,Dziban,17.698978,72.148843,4.57,0.434,F5IV-V,Dra,Psi-1,31
92818,,18.912468,22.645076,4.57,0.782,G4III+...,Her,,113
94005,,19.139156,-40.496703,4.57,1.07,K1III,CrA,Del,
97886,,19.891026,24.079614,4.57,-0.047,B9.5III,Vul,,13
16870,,3.618244,-40.274545,4.57,1.023,K0III,Eri,,
52468,,10.725639,-60.566619,4.58,1.7,K3Ib,Car,,
64425,,13.204892,-59.920579,4.58,-0.073,B8V,Cen,,
67627,,13.857205,64.723272,4.58,1.572,M3III,Dra,,10
79404,,16.205057,-27.926372,4.58,-0.172,B2V,Sco,,13
86284,,17.630754,-8.118771,4.58,0.132,B8II-IIIMNp,Oph,Mu,57
115250,Salm,23.343956,23.740337,4.58,0.18,A5V,Peg,Tau,62
26237,,5.589768,-4.838358,4.58,-0.183,B2III...,Ori,,42
48374,,9.861298,-46.54762,4.58,1.172,G5Ib,Vel,,
3245,,0.688766,-46.085007,4.59,0.953,G8III,Phe,Mu,
50555,,10.326877,-55.029305,4.59,1.6,K3II,Vel,,
54751,,11.210005,-60.317625,4.59,0.541,A6Ia,Car,,
77512,,15.82657,26.068394,4.59,0.794,G5III-IV,CrB,Del,10
77840,,15.893533,-25.327142,4.59,-0.073,B2.5Vn,Sco,,2
91926,,18.739661,39.612721,4.59,0.18,A8Vn,Lyr,Eps-2,5
96465,,19.611786,-24.883623,4.59,-0.075,B8/B9V,Sgr,,52
117452,,23.815427,-28.130268,4.59,0.001,A0V,Scl,Del,
17351,,3.713908,-37.313518,4.59,1.191,K2IIICN...,Eri,,
17959,,3.839302,71.332266,4.59,0.064,A2IVn,Cam,Gam,
25473,,5.447286,3.095674,4.59,-0.199,B2IV,Ori,Psi-2,30
42527,,8.67024,64.327936,4.59,1.179,K2III,UMa,Pi-2,4
46509,,9.485805,-2.768964,4.59,0.411,F6V,Hya,Tau-1,31
49402,,10.085408,-13.064626,4.6,-0.087,B8V,Hya,Ups-2,40
53502,,10.945289,-37.137765,4.6,1.006,K0III,Ant,Iot,
72125,,14.754017,16.96428,4.6,0.972,K0III,Boo,Omi,35
75501,,15.422285,-38.73362,4.6,0.0,A0V,Lup,,
77760,,15.877903,42.451518,4.6,0.563,F9V,Her,Chi,1
95081,,19.344467,65.714531,4.6,0.033,A2IIIs,Dra,Pi,58
20070,,4.304056,50.295502,4.6,0.043,A2V,Per,,
443,,0.088928,-5.707618,4.61,1.029,K1III,Psc,,33
1366,,0.284863,38.681636,4.61,0.059,A2V,And,The,24
8833,,1.892597,3.187536,4.61,0.928,K0III SB,Psc,Xi,111
76219,,15.569638,-10.064529,4.61,1.0,K1IV,Lib,,37
101474,,20.565052,35.250852,4.61,1.593,K2Ib comp,Cyg,,47
14817,,3.188163,39.611582,4.61,1.115,K1III,Per,Ome,28
36145,,7.445237,49.211527,4.61,-0.001,A1V,Lyn,,21
39095,,7.997792,-18.399228,4.61,0.087,A1V,Pup,,
4422,Castula,0.944432,59.181056,4.62,0.957,G8III-IV,Cas,Ups-2,28
54182,,11.083619,7.336007,4.62,0.332,F2III-IVvar,Leo,Chi,63
54301,,11.109015,-62.424113,4.62,0.988,G8III,Car,,
56480,,11.579355,-54.264091,4.62,-0.077,B9V,Cen,,
62327,,12.772981,-56.488815,4.62,-0.15,B3V,Cru,,
63007,,12.910889,-59.146701,4.62,-0.153,B4Vn,Cru,Lam,
80628,,16.463385,-8.371731,4.62,0.185,A3m,Oph,Ups,3
88175,,18.008058,-3.690269,4.62,0.39,F3V,Ser,Zet,57
90982,,18.558383,-42.31251,4.62,0.994,G5III,CrA,The,
92946,Alya,18.936995,4.203595,4.62,0.161,A5V,Ser,The-1,63
18673,,3.998745,-24.016215,4.62,-0.121,Ap Si,Eri,Tau-9,36
23497,,5.051596,21.589962,4.62,0.155,A7V,Tau,Iot,102
25923,,5.532183,-7.301537,4.62,-0.261,B0V,Ori,Ups,36
44824,,9.134133,-25.858536,4.62,1.594,K4/K5III,Pyx,Kap,
61789,,12.664594,-39.987302,4.63,-0.082,B8II/III,Cen,,
66738,,13.678967,54.681634,4.63,1.63,M2IIIvar,UMa,,83
73199,,14.959743,65.93246,4.63,1.59,M5III,UMi,,
77635,,15.849652,-25.751295,4.63,-0.072,B1.5Vn,Sco,,1
78662,,16.058931,-57.775064,4.63,0.252,A7IV,Nor,Iot-1,
90797,,18.522896,-62.278302,4.63,-0.116,B8III,Pav,Nu,
92512,,18.853348,59.388351,4.63,1.185,K0II-III SB,Dra,Omi,47
13914,,2.986868,21.340429,4.63,0.048,A2Vs,Ari,Eps,48
118131,,23.962647,25.141401,4.63,1.584,M3III,Peg,Psi,84
37648,,7.725663,-28.410885,4.63,1.632,K5III,Pup,,1
38500,,7.884344,-49.613044,4.63,-0.228,B1.5Vp,Pup,,
42835,,8.727882,-7.23373,4.63,0.84,G2Ib,Hya,,
45448,,9.262522,-37.413144,4.63,0.473,F3/F5V,Vel,,
67234,,13.777604,-51.432766,4.64,0.955,G8/K0III,Cen,,
76669,,15.656299,36.635812,4.64,-0.103,B7V+...,CrB,Zet-1,7
76829,,15.686505,-44.661205,4.64,0.413,F5IV-V,Lup,,
82369,,16.830563,-10.783,4.64,0.478,F7IV,Oph,,20
84606,,17.294517,37.291498,4.64,0.043,A2V,Her,,69
88765,,18.121767,8.733867,4.64,0.951,G8III-IV,Oph,,71
95585,,19.441969,0.33857,4.64,0.576,F2Ib,Aql,Nu,32
101589,,20.588482,14.674213,4.64,0.12,A3V,Del,Zet,4
111674,,22.622899,51.545123,4.64,0.254,A8IV,Lac,,9
113919,,23.069702,50.052091,4.64,1.058,K0III,And,,3
18216,,3.895195,-24.61223,4.64,-0.136,B5V,Eri,Tau-8,33
22845,,4.914924,10.150833,4.64,0.085,A0V,Ori,Pi-1,7
28716,,6.065329,20.138452,4.64,0.236,B2Iavar,Ori,Chi-2,62
51192,,10.456798,-57.638805,4.65,0.474,A6Ia,Car,,
58590,,12.014553,6.614322,4.65,0.122,A5V,Vir,Pi,8
78639,,16.053579,-49.229695,4.65,0.902,G8III,Nor,Eta,
12719,,2.724198,27.707146,4.65,-0.122,B3V,Ari,,35
21273,,4.564143,14.844424,4.65,0.255,A8V,Tau,Rho,86
23607,,5.076153,15.404105,4.65,-0.064,A0p Si,Ori,,11
27890,,5.901658,-63.089627,4.65,1.022,K1III/IV,Dor,,
35363,,7.30511,-36.733962,4.65,-0.099,B2V+...,Pup,,
36514,,7.511834,-30.962281,4.65,0.904,G2Ib...,Pup,,
36917,,7.589694,-28.369323,4.65,-0.111,B8V,Pup,,
,,9.511764,-40.465622,4.65,,F0 IV,Vel,,
5571,,1.190894,21.03465,4.66,1.024,K0III,Psc,Chi,84
8497,,1.826418,-10.68641,4.66,0.333,F3III,Cet,Chi,53
53295,,10.899648,43.189956,4.66,-0.039,A1Vs,UMa,Ome,45
61740,,12.654102,-7.995564,4.66,1.24,K2III,Vir,Chi,26
62012,,12.709858,-48.813109,4.66,1.075,K0III,Cen,,
76705,,15.662772,-34.411926,4.66,0.964,G8/K0III,Lup,Psi-1,3
88567,,18.083674,-29.580087,4.66,0.774,G0Ib/II,Sgr,Gam-1,
89678,,18.300886,-27.042641,4.66,1.629,K3III,Sgr,,
90135,,18.394329,-8.934383,4.66,0.932,K0III,Sct,Zet,
98543,,20.018346,27.753573,4.66,0.184,A4III,Vul,,15
31978,,6.682961,9.895754,4.66,-0.233,O7,Mon,,15
33302,,6.927064,-20.136497,4.66,0.374,F2IV/V,CMa,Pi,19
35205,,7.276387,-27.881179,4.66,1.589,M2III,CMa,,
42806,Asellus Borealis,8.721431,21.468501,4.66,0.01,A1IV,Cnc,Gam,43
44626,,9.093994,-70.538497,4.66,-0.149,B2IVe,Car,,
5742,,1.229152,24.583713,4.67,1.047,K0III...,Psc,Phi,85
88128,,18.000949,16.750919,4.67,1.254,K0II-III,Her,,93
90595,,18.486626,-14.565813,4.67,0.076,A1IV/V,Sct,Gam,
91919,,18.738984,39.670123,4.67,0.17,F1V,Lyr,Eps-1,4
96100,Alsafi,19.539149,69.661175,4.67,0.786,K0V,Dra,Sig,61
103738,,21.021517,-32.257767,4.67,0.89,G8III,Mic,Gam,
16244,,3.489456,49.508948,4.67,-0.096,B3V,Per,,34
19811,,4.248143,40.483671,4.67,1.007,G5II comp,Per,,52
21683,,4.654583,15.917977,4.67,0.147,A5Vn,Tau,Sig-2,92
28910,,6.10259,-14.935254,4.67,0.046,A0V,Lep,The,18
40167,Tegmine,8.203535,17.647771,4.67,0.531,G0V,Cnc,Zet-2,16
45075,,9.181941,63.513633,4.67,0.381,Am,UMa,Tau,14
7294,,1.565528,59.23204,4.68,0.991,K0III,Cas,Chi,39
8928,,1.915572,-67.647303,4.68,0.931,G5III,Hyi,Eta-2,
49029,,10.003557,8.044223,4.68,1.589,M2III,Leo,Pi,29
52098,,10.645337,31.976237,4.68,0.823,G0II,LMi,,37
66006,,13.532746,-6.255816,4.68,1.606,M3III,Vir,,74
66234,,13.57425,49.015973,4.68,0.132,A5V,CVn,,24
80047,,16.339119,-78.695745,4.68,1.68,M5III,Aps,Del-1,
96683,,19.656279,30.153321,4.68,0.971,G8III-IV...,Cyg,Phi,12
9677,,2.074844,-29.296819,4.68,-0.156,B9.5p (Si),For,Nu,
13879,,2.979352,39.662728,4.68,0.065,A2Vn,Per,Pi,22
106786,Bunda,21.629197,-7.854201,4.68,0.175,A7V,Aqr,Xi,23
112211,,22.726454,-18.830375,4.68,1.358,K3III,Aqr,,66
43878,,8.938686,-52.723475,4.68,-0.115,B5V,Vel,,
47310,,9.640913,4.649293,4.68,1.31,K3III,Hya,,
52102,,10.645834,-59.182997,4.69,1.562,K4/K5III:,Car,,
62268,,12.76055,-60.981318,4.69,1.049,K1III,Cru,Iot,
107136,Azelfafage,21.701573,51.189622,4.69,-0.119,B3IV,Cyg,Pi-1,80
108870,,22.055486,-56.785977,4.69,1.056,K5V,Ind,Eps,
116389,,23.584599,-42.615075,4.69,0.078,A2V,Phe,Iot,
20732,,4.443437,14.713782,4.69,0.979,G8III,Tau,Pi,73
24813,,5.318995,40.099051,4.69,0.63,G0V,Aur,Lam,15
37173,,7.638346,-25.364804,4.69,-0.1,B8IV,Pup,,
38089,,7.805608,-47.077722,4.69,1.039,K0III,Pup,,
39211,,8.020371,-1.392608,4.69,1.475,K4III,Mon,,28
56633,,11.611365,-9.802247,4.7,-0.073,B9.5Vn,Crt,The,21
56922,,11.670221,-34.74466,4.7,-0.07,B9V,Hya,Omi,
82671,,16.899924,-42.362025,4.7,0.444,B1Iae,Sco,Zet-1,
91726,,18.704563,-9.052549,4.7,0.358,F2IIIp d Del,Sct,Del,
98066,Terebellum,19.930651,-26.299506,4.7,0.748,G3/G5III,Sgr,Ome,58
104521,,21.172361,10.131579,4.7,0.262,F0p,Equ,Gam,5
113116,,22.906789,84.346177,4.7,1.418,K4III,Cep,,
116247,,23.554618,-20.914504,4.7,0.02,A0V,Aqr,,101
24927,,5.340811,-21.239763,4.7,-0.048,A0V,Lep,,
57283,,11.746049,-18.350674,4.71,0.958,G8III,Crt,Zet,27
63945,,13.104642,-48.463289,4.71,-0.148,B5V,Cen,,
68191,,13.960809,-63.686696,4.71,1.075,K4III,Cen,,
97938,Libertas,19.904134,8.461453,4.71,1.023,K0III,Aql,Xi,59
13954,,2.99525,8.907365,4.71,-0.109,B6III,Cet,Lam,91
105140,,21.298966,-32.172539,4.71,0.07,A0V,Mic,Eps,
114375,,23.165249,-22.457611,4.71,0.674,A3IV:,Aqr,,89
16245,,3.489558,-62.937527,4.71,0.41,F5IV-V,Ret,Kap,
22667,,4.875545,14.250642,4.71,1.773,M3Sv,Ori,Omi-1,4
23693,,5.091853,-57.472704,4.71,0.526,F7V,Dor,Zet,
25737,,5.49555,-1.092239,4.71,1.592,K5III,Ori,,31
25984,,5.545465,32.192022,4.71,0.281,B5Iab,Aur,Chi,25
45902,,9.35822,-25.965439,4.71,1.633,M0III,Pyx,The,
46026,,9.386739,-28.833873,4.71,0.892,G8III,Pyx,Lam,
6692,,1.432208,68.130012,4.72,1.047,K0III,Cas,Psi,36
51056,,10.431895,33.79612,4.72,0.26,F0V,LMi,,30
51438,,10.505581,-71.992793,4.72,0.042,A2III,Car,,
51658,,10.553865,40.42556,4.72,0.222,A7IV,UMa,,
58867,,12.072008,-63.165711,4.72,-0.081,B2IV,Cru,The-2,
60202,,12.345286,17.792868,4.72,1.01,G8III,Com,,11
64844,,13.292379,40.572608,4.72,0.306,F3III,CVn,,20
78592,,16.046634,46.036705,4.72,-0.094,B9III,Her,Ups,6
84514,,17.276857,-0.445297,4.72,1.119,K2III,Oph,,41
107188,,21.710973,-18.866323,4.72,0.868,G8III,Cap,Kap,43
25044,,5.362708,-0.382465,4.72,-0.168,B2IV-V,Ori,,22
27639,,5.850675,37.305573,4.72,1.621,M1III,Aur,Ups,31
29276,,6.171642,-54.968645,4.72,-0.229,B0.5IV,Pic,Del,
40084,,8.187863,-12.926999,4.72,0.939,K0III,Pup,,19
46371,,9.45511,-22.343783,4.72,1.154,K1III,Hya,,
53907,,11.030465,-2.484585,4.73,1.593,K5III,Leo,,61
78914,,16.108176,-45.173185,4.73,0.23,Am,Nor,Del,
79119,,16.149529,36.490944,4.73,1.015,K0III-IV,CrB,Tau,16
11313,,2.42706,50.278631,4.73,1.532,K4III,And,,65
103045,,20.877565,-8.983318,4.73,0.325,A3m,Aqr,Mu,6
33202,,6.910732,13.177827,4.73,0.321,F0Vp,Gem,,38
40096,,8.190526,-42.987278,4.73,0.164,A7Ib,Pup,,
2505,,0.529539,54.522289,4.74,-0.098,B8Vn,Cas,Lam,14
6193,,1.324443,27.264059,4.74,0.032,A3V,Psc,Ups,90
64924,,13.306763,-18.311196,4.74,0.709,G5V,Vir,,61
69191,,14.165242,-53.438946,4.74,0.938,G8III,Cen,,
77661,,15.85442,20.977919,4.74,1.534,K5III,Ser,Rho,38
88116,,17.996543,-23.816133,4.74,-0.03,B9V,Sgr,,4
93542,,19.051907,-42.095105,4.74,-0.027,A0Vn,CrA,Zet,
96052,,19.529534,34.452968,4.74,-0.15,B3IV,Cyg,,8
11783,,2.534786,-15.244677,4.74,0.454,F5V,Cet,Sig,76
12413,,2.663326,-42.89167,4.74,0.061,A2V,Eri,,
103632,,20.997098,47.520951,4.74,-0.084,B1ne,Cyg,,59
108874,,22.055234,-2.155363,4.74,-0.1,B7IVe,Aqr,Omi,31
116602,,23.630827,-45.492351,4.74,0.082,A2V,Phe,,
15520,,3.333129,65.652292,4.74,-0.108,B2.5Vne,Cam,,
16341,,3.510294,-5.075145,4.74,-0.092,B9Vs,Eri,,17
39903,,8.150213,-61.302429,4.74,0.437,F5V,Car,,
42624,,8.686982,-47.317125,4.74,0.137,A5II,Vel,,
44390,,9.04242,67.629619,4.74,1.542,M3III,UMa,Rho,8
57581,,11.80403,-66.81491,4.75,1.522,K4III,Mus,Mu,
67786,,13.886817,-31.927612,4.75,-0.111,B4IV,Cen,,4
69713,,14.269439,51.367231,4.75,0.236,A9V,Boo,Iot,21
76880,,15.699111,-19.678828,4.75,1.574,K5III,Lib,Kap,43
76945,,15.711395,-34.710407,4.75,-0.151,B5V,Lup,Psi-2,4
101612,,20.593003,-60.581749,4.75,0.291,F1III,Pav,Phi-1,
115088,,23.3104,68.111445,4.75,0.836,K0III,Cep,Omi,34
35020,,7.243928,-48.271927,4.75,-0.091,B8/B9V,Pup,,
2472,,0.523594,-48.803514,4.76,0.018,A0V,Phe,Lam-1,
52370,,10.703926,-64.466426,4.76,-0.139,B3V,Car,,
55266,,11.318864,38.185557,4.76,0.113,A2V,UMa,,55
60485,,12.400414,51.562257,4.76,0.877,G7III,CVn,,5
63355,,12.982068,17.409446,4.76,1.568,M0III,Com,,36
65639,,13.457546,-15.973578,4.76,1.096,K1IIICN...,Vir,,69
67665,,13.863188,34.44424,4.76,1.611,K5III,CVn,,
70264,,14.376971,-58.459117,4.76,0.795,G8/K1 + F/G,Cen,,
84969,,17.366531,-67.770668,4.76,1.194,K1III,Aps,Zet,
86486,,17.673276,-49.415587,4.76,0.415,F3IV,Ara,Lam,
94703,,19.270289,21.390428,4.76,-0.058,B4IV,Vul,,1
13244,,2.841255,-75.066947,4.76,1.337,K3III,Hyi,Nu,
13288,Angetenar,2.850645,-21.004019,4.76,0.906,K0III,Eri,Tau-2,2
106801,,21.632007,62.08194,4.76,0.246,B2Ib,Cep,,9
114155,,23.118539,25.468259,4.76,1.285,K0IIp,Peg,,56
27750,,5.874011,1.855134,4.76,1.382,K2IIvar,Ori,,56
29997,,6.314105,69.319787,4.76,0.025,A0Vn,Cam,,
38901,,7.961141,-30.33457,4.76,0.151,A7III,Pup,,
47522,,9.688058,-23.591514,4.76,-0.117,B5V,Hya,,
3455,,0.7365,-10.60955,4.77,0.998,K0IIIvar,Cet,Phi-1,17
56127,,11.505248,-3.003501,4.77,1.529,K4III,Leo,,87
62985,,12.905879,-9.538994,4.77,1.59,M3IIIvar,Vir,Psi,40
86201,,17.615859,68.75797,4.77,0.43,F5V,Dra,Ome,28
88404,,18.051367,-8.180349,4.77,0.41,F5V+...,Oph,Tau,69
90905,,18.542923,57.045599,4.77,0.611,F7Ib,Dra,,45
98761,,20.059291,-37.940699,4.77,1.417,K4III,Sgr,,
